customer_id,customer_name,city,state,annual_income,signup_date,loyalty_status,days_since_signup,days_since_last_purchase,transaction_id,transaction_date,store_id,store_type,payment_method,total_items,total_sales_per_transaction,total_profit_per_transaction,total_cost,product_id,product_name,category,unit_price,quantity,satisfaction_score,store_sales,store_profit,daily_footfall,purchase_frequency,total_items_bought,cumulative_spending,cumulative_cost,average_order_value
CUST00680,Lajita Ganguly,Rajkot,Gujarat,556206,12-07-2020,VIP,1687,111,TRANS00915,19-07-2023,STORE0032,Online,UPI,1,62000,11160,50840,PROD0004,"LG Smart TV 55""",Electronics,62000,1,5,297660,56596,394,7,14,266700,218305,38100
CUST01114,Dayamai Nath,Faridabad,Haryana,935516,12-06-2020,At Risk,1717,558,TRANS06334,22-06-2023,STORE0032,Online,UPI,5,3000,840,2160,PROD0034,Nerf Blaster,Toys,600,5,5,209850,33606.5,394,6,26,353900,288468,58983.33
CUST00618,Daksha Sodhi,Hazaribagh,Jharkhand,935516,08-01-2023,At Risk,777,217,TRANS05167,28-10-2022,STORE0032,Online,Cash,3,6000,1500,4500,PROD0022,Forest Essentials Cream,Beauty,2000,3,2,516100,97180,394,5,11,48600,39420,9720
CUST00416,Ekanta Sastry,Tirupati,Andhra Pradesh,935516,04-01-2019,At Risk,2242,667,TRANS04696,05-03-2023,STORE0032,Online,UPI,2,800,240,560,PROD0031,Hot Wheels Track Set,Toys,400,2,5,720300,127155,394,3,8,182300,149390,60766.67
CUST01332,Noah Brar,Panaji,Goa,935516,27-02-2024,Regular,362,54,TRANS03639,12-10-2021,STORE0032,Online,Debit Card,2,1200,336,864,PROD0034,Nerf Blaster,Toys,600,2,3,86300,14410,394,4,11,71320,57782,17830
CUST00570,Faras Sharma,Haridwar,Uttarakhand,5996288,16-03-2023,Regular,710,152,TRANS07029,08-06-2023,STORE0032,Online,Cash,7,2800,784,2016,PROD0024,Himalaya Face Wash,Beauty,400,7,3,209850,33606.5,394,5,26,75600,59912,15120
CUST00188,Lohit Narang,Ambala,Haryana,556206,02-05-2020,At Risk,1758,251,TRANS08257,24-04-2024,STORE0032,Online,Debit Card,2,26000,4160,21840,PROD0020,IKEA Bookshelf,Furniture,13000,2,3,103030,16600.5,394,6,16,305500,252220,50916.67
CUST01183,Vanya Sandhu,Silchar,Assam,556206,07-03-2021,Regular,1449,96,TRANS00176,18-07-2023,STORE0032,Online,UPI,1,800,160,640,PROD0010,Amul Cheese 1kg,Groceries,800,1,5,297660,56596,394,5,14,104100,83245.5,20820
CUST00058,Pallavi Chaudhuri,Hyderabad,Telangana,5996288,17-07-2021,At Risk,1317,286,TRANS00657,20-03-2024,STORE0032,Online,UPI,2,40000,6800,33200,PROD0019,Urban Ladder Bed,Furniture,20000,2,5,235460,39293,394,6,23,348000,292060,58000
CUST00749,Januja Bumb,Nagpur,Maharashtra,935516,24-04-2021,Regular,1401,84,TRANS09558,24-10-2023,STORE0032,Online,Cash,5,5000,1250,3750,PROD0032,Lego City Set,Toys,1000,5,2,479440,85332,394,9,22,214500,173815,23833.33
CUST00710,Libni Badami,Purnia,Bihar,935516,11-01-2024,At Risk,409,324,TRANS08773,11-02-2024,STORE0032,Online,Credit Card,1,62000,11160,50840,PROD0004,"LG Smart TV 55""",Electronics,62000,1,3,426300,71405,394,5,15,101500,82225,20300
CUST00159,Reyansh Golla,Faridabad,Haryana,6130613,27-01-2022,At Risk,1123,362,TRANS02933,05-09-2021,STORE0032,Online,Debit Card,7,210,73.5,136.5,PROD0008,Maggi Noodles 280g,Groceries,30,7,3,127920,25401.5,394,8,32,112510,91090.5,14063.75
CUST00246,Chaitanya Solanki,Tiruchirappalli,Tamil Nadu,556206,11-03-2021,At Risk,1445,601,TRANS02828,24-07-2022,STORE0032,Online,Cash,2,4000,1000,3000,PROD0022,Forest Essentials Cream,Beauty,2000,2,4,228640,41727,394,9,32,248700,201819,27633.33
CUST01293,Anvi Kibe,Srinagar,Jammu and Kashmir,556206,06-06-2020,Regular,1723,61,TRANS07743,15-01-2024,STORE0032,Online,UPI,2,400,140,260,PROD0023,Nykaa Nail Polish,Beauty,200,2,5,85900,16315,394,7,21,130900,105900,18700
CUST00447,Amol Ray,Tiruchirappalli,Tamil Nadu,5996288,24-07-2022,Regular,945,2,TRANS04975,07-01-2021,STORE0032,Online,Debit Card,7,168000,25200,142800,PROD0016,Godrej Interio Sofa,Furniture,24000,7,4,382500,65810,394,7,39,648360,534774,92622.86
CUST01196,Isaac Banik,Varanasi,Uttar Pradesh,935516,16-11-2022,Regular,830,56,TRANS00425,09-12-2021,STORE0032,Online,Wallet,3,24000,4800,19200,PROD0015,Biba Salwar Suit,Clothing,8000,3,5,48000,10384,394,24,71,769900,630315,32079.17
CUST00901,Dipta Suri,Leh,Ladakh,556206,21-12-2019,At Risk,1891,300,TRANS00873,21-11-2021,STORE0032,Online,UPI,2,140,42,98,PROD0007,Tata Tea Gold 250g,Groceries,70,2,5,270540,46354,394,6,15,138420,116594,23070
CUST01281,Lakshmi Sarkar,Dibrugarh,Assam,556206,02-05-2021,Regular,1393,13,TRANS01570,21-10-2024,STORE0032,Online,UPI,4,2000,500,1500,PROD0006,Aashirvaad Atta 10kg,Groceries,500,4,4,154400,25340,394,6,17,128500,106875,21416.67
CUST01053,Neha Chana,Aizawl,Mizoram,556206,12-06-2020,At Risk,1717,216,TRANS02103,29-05-2024,STORE0032,Online,UPI,5,3000,840,2160,PROD0034,Nerf Blaster,Toys,600,5,5,297210,50493.5,394,2,6,65000,53000,32500
CUST01343,Qasim Sami,Agra,Uttar Pradesh,556206,04-10-2021,At Risk,1238,579,TRANS00626,01-06-2023,STORE0032,Online,UPI,3,2400,480,1920,PROD0010,Amul Cheese 1kg,Groceries,800,3,5,209850,33606.5,394,2,4,5400,4260,2700
CUST00504,Raghav Bose,Bhubaneswar,Odisha,5996288,09-05-2019,VIP,2117,161,TRANS05522,08-06-2022,STORE0032,Online,UPI,4,22000,4400,17600,PROD0018,Nilkamal Chair Set,Furniture,5500,4,4,103000,19670,394,7,37,468900,383490,66985.71
CUST01472,Xalak Dugal,Bishnupur,Manipur,5996288,25-11-2023,Regular,456,53,TRANS02011,20-12-2021,STORE0032,Online,Cash,4,2800,784,2016,PROD0009,Fortune Oil 5L,Groceries,700,4,3,48000,10384,394,10,46,217920,176007,21792
CUST00543,Wahab Ramesh,Bhagalpur,Bihar,935516,23-11-2018,Regular,2284,165,TRANS09749,29-04-2023,STORE0032,Online,UPI,1,3000,660,2340,PROD0029,Havells Mixer Grinder,Appliances,3000,1,4,220100,42348,394,6,17,87710,71252,14618.33
CUST00753,Gautam Tank,Bhopal,Madhya Pradesh,556206,06-12-2021,At Risk,1175,409,TRANS04988,29-01-2021,STORE0032,Online,Debit Card,5,40000,8000,32000,PROD0015,Biba Salwar Suit,Clothing,8000,5,4,382500,65810,394,5,17,82500,66130,16500
CUST00171,Ganga Rattan,Puducherry,Puducherry,935516,16-08-2023,Regular,557,31,TRANS05029,07-04-2021,STORE0032,Online,Cash,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,4,892000,163000,394,6,15,160200,127590,26700
CUST00607,Amol Keer,Bishnupur,Manipur,935516,03-06-2024,At Risk,265,246,TRANS05414,13-02-2024,STORE0032,Online,UPI,5,15000,3000,12000,PROD0033,Barbie Dreamhouse,Toys,3000,5,4,426300,71405,394,7,25,347000,284200,49571.43
CUST00562,Sara Vala,Kochi,Kerala,935516,11-02-2021,At Risk,1473,259,TRANS00901,23-09-2021,STORE0032,Online,Debit Card,3,210,63,147,PROD0007,Tata Tea Gold 250g,Groceries,70,3,3,127920,25401.5,394,7,25,359210,300557,51315.71
CUST01340,Vidhi Sampath,Pune,Maharashtra,5996288,04-02-2021,Regular,1480,101,TRANS06220,11-02-2021,STORE0032,Online,Credit Card,8,20000,4400,15600,PROD0011,Levi’s Men’s Jeans,Clothing,2500,8,3,637900,110892,394,2,10,21000,16300,10500
CUST00291,Manya Banik,Visakhapatnam,Andhra Pradesh,935516,17-09-2018,Regular,2351,39,TRANS03689,08-05-2022,STORE0032,Online,UPI,3,16500,3300,13200,PROD0018,Nilkamal Chair Set,Furniture,5500,3,5,335000,59090,394,31,81,901680,738675,29086.45
CUST00828,Nathan Chaudry,Shillong,Meghalaya,935516,03-06-2020,At Risk,1726,429,TRANS03853,29-10-2023,STORE0032,Online,Debit Card,3,72000,10800,61200,PROD0016,Godrej Interio Sofa,Furniture,24000,3,5,479440,85332,394,4,15,252000,206150,63000
CUST00858,Ojas Handa,Ujjain,Madhya Pradesh,556206,05-09-2023,At Risk,537,234,TRANS00503,02-08-2022,STORE0032,Online,Cash,3,4800,1200,3600,PROD0013,H&M Cotton Shirt,Clothing,1600,3,2,493800,95250,394,5,10,20800,16280,4160
CUST00228,Vamakshi Mangat,Nainital,Uttarakhand,556206,19-04-2020,VIP,1771,94,TRANS03859,19-05-2022,STORE0032,Online,Debit Card,2,70000,12600,57400,PROD0017,Pepperfry Dining Set,Furniture,35000,2,3,335000,59090,394,6,17,377800,310570,62966.67
CUST01019,Bhavika Kuruvilla,Dibrugarh,Assam,935516,23-07-2018,Regular,2407,97,TRANS09383,05-02-2023,STORE0032,Online,UPI,2,26000,4160,21840,PROD0020,IKEA Bookshelf,Furniture,13000,2,5,301000,53460,394,4,12,116500,93615,29125
CUST01372,Patrick Pant,Pune,Maharashtra,935516,05-06-2020,At Risk,1724,296,TRANS06555,17-10-2022,STORE0032,Online,Cash,4,248000,44640,203360,PROD0004,"LG Smart TV 55""",Electronics,62000,4,4,516100,97180,394,5,18,303120,247038,60624
CUST00330,Gagan Narula,Howrah,West Bengal,935516,12-11-2023,Regular,469,92,TRANS03566,05-12-2021,STORE0032,Online,Cash,3,7500,1650,5850,PROD0011,Levi’s Men’s Jeans,Clothing,2500,3,4,48000,10384,394,3,10,30500,24190,10166.67
CUST00758,Banjeet Iyengar,Indore,Madhya Pradesh,556206,04-07-2021,Regular,1330,3,TRANS02083,28-08-2023,STORE0032,Online,Credit Card,1,3000,660,2340,PROD0029,Havells Mixer Grinder,Appliances,3000,1,4,612700,99456,394,29,78,1295470,1067844,44671.38
CUST00848,Januja Pandit,Bokaro,Jharkhand,556206,27-09-2023,Regular,515,45,TRANS08027,20-07-2023,STORE0032,Online,UPI,3,4800,1200,3600,PROD0013,H&M Cotton Shirt,Clothing,1600,3,4,297660,56596,394,3,10,38300,30950,12766.67
CUST00612,Yachana Thakkar,Jamshedpur,Jharkhand,935516,02-05-2020,At Risk,1758,783,TRANS09729,24-03-2022,STORE0032,Online,UPI,1,13000,2080,10920,PROD0020,IKEA Bookshelf,Furniture,13000,1,4,442000,79035,394,6,14,129600,109182,21600
CUST00948,Frado Badal,Bhilai,Chhattisgarh,935516,25-04-2021,At Risk,1400,375,TRANS06540,08-10-2023,STORE0032,Online,Credit Card,2,6000,1320,4680,PROD0029,Havells Mixer Grinder,Appliances,3000,2,4,479440,85332,394,4,15,143000,119830,35750
CUST00309,Pranav Bose,Kanpur,Uttar Pradesh,935516,05-09-2021,At Risk,1267,1055,TRANS06979,13-03-2021,STORE0032,Online,Credit Card,5,310000,55800,254200,PROD0004,"LG Smart TV 55""",Electronics,62000,5,3,361500,66828,394,2,8,322000,263800,161000
CUST00684,Aarnav Sahni,Silchar,Assam,5996288,10-12-2020,At Risk,1536,455,TRANS00826,01-03-2021,STORE0032,Online,Cash,2,5000,1250,3750,PROD0030,Prestige Induction,Appliances,2500,2,4,361500,66828,394,6,35,81100,62265,13516.67
CUST00218,Hemangini Chaudhary,Tiruchirappalli,Tamil Nadu,935516,18-01-2020,Regular,1863,58,TRANS08610,01-10-2021,STORE0032,Online,Wallet,1,800,160,640,PROD0010,Amul Cheese 1kg,Groceries,800,1,4,86300,14410,394,6,18,34900,28565,5816.67
CUST01029,Veer Vohra,Durg,Chhattisgarh,556206,02-12-2022,Regular,814,1,TRANS00854,23-02-2021,STORE0032,Online,Credit Card,3,72000,10800,61200,PROD0016,Godrej Interio Sofa,Furniture,24000,3,4,637900,110892,394,8,28,339300,282880,42412.5
CUST00333,Vyanjana Zachariah,Lucknow,Uttar Pradesh,5996288,26-12-2021,At Risk,1155,470,TRANS04119,21-07-2023,STORE0032,Online,Credit Card,8,20000,5000,15000,PROD0030,Prestige Induction,Appliances,2500,8,4,297660,56596,394,4,28,25600,18864,6400
CUST00767,Sathvik Sehgal,Ujjain,Madhya Pradesh,6130613,27-11-2021,VIP,1184,129,TRANS08394,20-08-2023,STORE0032,Online,UPI,3,105000,18900,86100,PROD0017,Pepperfry Dining Set,Furniture,35000,3,5,612700,99456,394,7,30,527700,442889,75385.71
CUST00981,Frederick Jayaraman,Patna,Bihar,556206,27-08-2022,VIP,911,123,TRANS00068,30-08-2024,STORE0032,Online,Credit Card,5,2500,625,1875,PROD0006,Aashirvaad Atta 10kg,Groceries,500,5,3,155000,30955,394,6,19,282100,232347,47016.67
CUST00483,Yashawini Sarna,Hubli,Karnataka,556206,10-09-2019,Regular,1993,12,TRANS07998,05-09-2021,STORE0032,Online,Credit Card,1,6500,1170,5330,PROD0014,Raymond Suit,Clothing,6500,1,4,127920,25401.5,394,35,115,1966000,1636020,56171.43
CUST00037,Yashvi Mahal,Haridwar,Uttarakhand,556206,09-10-2020,Regular,1598,156,TRANS03695,22-12-2022,STORE0032,Online,Debit Card,4,26000,4680,21320,PROD0014,Raymond Suit,Clothing,6500,4,3,131490,27467,394,9,32,109400,87234,12155.56
CUST01450,Divya Solanki,Mandi,Himachal Pradesh,6130613,07-09-2018,At Risk,2361,538,TRANS08653,12-07-2023,STORE0032,Online,UPI,2,60,21,39,PROD0008,Maggi Noodles 280g,Groceries,30,2,5,297660,56596,394,6,21,392560,323909,65426.67
CUST00737,Nirja Sunder,Bishnupur,Manipur,556206,22-09-2021,At Risk,1250,437,TRANS07184,07-08-2023,STORE0032,Online,Debit Card,3,4500,990,3510,PROD0025,Maybelline Lipstick,Beauty,1500,3,4,612700,99456,394,6,20,79140,62918,13190
CUST00521,Qabil Raja,Kargil,Ladakh,556206,15-09-2021,At Risk,1257,192,TRANS08509,29-08-2023,STORE0032,Online,UPI,2,40000,6800,33200,PROD0019,Urban Ladder Bed,Furniture,20000,2,4,612700,99456,394,3,4,42500,35120,14166.67
CUST01068,Lucky Malhotra,Dimapur,Nagaland,935516,09-03-2019,At Risk,2178,467,TRANS08421,04-09-2023,STORE0032,Online,UPI,3,7500,1875,5625,PROD0003,boAt Rockerz Headphones,Electronics,2500,3,5,360800,57230,394,4,15,427500,354345,106875
CUST00933,Lavanya Agrawal,Vasco da Gama,Goa,5996288,14-04-2021,At Risk,1411,657,TRANS07160,15-03-2023,STORE0032,Online,UPI,5,125000,18750,106250,PROD0028,Bajaj Water Heater,Appliances,25000,5,5,720300,127155,394,3,18,148500,124100,49500
CUST01096,Devika Chaudhry,Warangal,Telangana,556206,25-05-2019,Regular,2101,12,TRANS08994,01-10-2023,STORE0032,Online,UPI,2,140,42,98,PROD0007,Tata Tea Gold 250g,Groceries,70,2,5,479440,85332,394,5,16,271140,223098,54228
CUST00021,Darpan Vora,Agra,Uttar Pradesh,935516,27-11-2023,At Risk,454,387,TRANS01880,10-10-2023,STORE0032,Online,UPI,5,32500,5850,26650,PROD0014,Raymond Suit,Clothing,6500,5,4,479440,85332,394,4,15,69530,56659.5,17382.5
CUST00407,Arunima Ratti,Jorhat,Assam,556206,12-10-2024,New,134,21,TRANS05602,24-10-2024,STORE0032,Online,Cash,2,50000,7500,42500,PROD0028,Bajaj Water Heater,Appliances,25000,2,2,154400,25340,394,6,16,90500,74320,15083.33
CUST01149,Daksha Bhattacharyya,Jorhat,Assam,935516,03-11-2024,New,112,11,TRANS06681,15-02-2024,STORE0032,Online,UPI,5,200000,30000,170000,PROD0001,"Samsung LED TV 40""",Electronics,40000,5,5,426300,71405,394,17,51,885000,738830,52058.82
CUST01080,Keya Shetty,Rajkot,Gujarat,935516,07-05-2024,VIP,292,153,TRANS09342,22-03-2024,STORE0032,Online,UPI,3,1200,336,864,PROD0024,Himalaya Face Wash,Beauty,400,3,5,235460,39293,394,9,30,558200,457024,62022.22
CUST00107,Hema Ratta,Bhagalpur,Bihar,556206,12-06-2021,Regular,1352,2,TRANS04699,23-10-2023,STORE0032,Online,UPI,4,800,280,520,PROD0023,Nykaa Nail Polish,Beauty,200,4,4,479440,85332,394,25,79,781250,638514.5,31250
CUST01276,Bakhshi Nazareth,Bhopal,Madhya Pradesh,556206,04-04-2019,At Risk,2152,190,TRANS03770,14-03-2023,STORE0032,Online,UPI,1,1000,250,750,PROD0032,Lego City Set,Toys,1000,1,5,720300,127155,394,10,26,42120,32187.5,4212
CUST00025,Utkarsh Devan,Yanam,Puducherry,556206,09-10-2019,Regular,1964,114,TRANS07322,25-07-2024,STORE0032,Online,UPI,5,4000,800,3200,PROD0010,Amul Cheese 1kg,Groceries,800,5,4,612160,110236,394,8,31,130620,105958,16327.5
CUST00067,Ira Reddy,Faridabad,Haryana,5996288,08-10-2024,New,138,121,TRANS06802,28-03-2023,STORE0032,Online,Debit Card,7,245000,44100,200900,PROD0017,Pepperfry Dining Set,Furniture,35000,7,4,720300,127155,394,6,27,312290,253902.5,52048.33
CUST00695,Chasmum Hayer,Lucknow,Uttar Pradesh,556206,17-03-2019,VIP,2170,170,TRANS05795,17-06-2022,STORE0032,Online,UPI,5,27500,5500,22000,PROD0018,Nilkamal Chair Set,Furniture,5500,5,5,103000,19670,394,25,77,1290030,1084454.5,51601.2
CUST00859,Ayaan Sachdev,Patna,Bihar,5996288,19-12-2023,At Risk,432,422,TRANS00837,11-10-2022,STORE0032,Online,Cash,7,30100,6020,24080,PROD0012,Manyavar Kurta Set,Clothing,4300,7,4,516100,97180,394,5,33,346100,282780,69220
CUST00867,Saanvi Nagy,Mandi,Himachal Pradesh,935516,01-03-2021,VIP,1455,105,TRANS04818,15-05-2024,STORE0032,Online,UPI,5,65000,10400,54600,PROD0020,IKEA Bookshelf,Furniture,13000,5,5,297210,50493.5,394,24,70,764730,625601.5,31863.75
CUST00146,Harshil Venkatesh,Rajkot,Gujarat,5996288,11-07-2018,VIP,2419,138,TRANS07723,25-02-2024,STORE0032,Online,UPI,5,12500,3125,9375,PROD0003,boAt Rockerz Headphones,Electronics,2500,5,4,426300,71405,394,7,37,886600,729975,126657.14
CUST00818,Widisha Kara,Naharlagun,Arunachal Pradesh,935516,01-04-2023,At Risk,694,428,TRANS07764,15-10-2023,STORE0032,Online,Credit Card,5,12500,3125,9375,PROD0030,Prestige Induction,Appliances,2500,5,4,479440,85332,394,6,22,164000,132350,27333.33
CUST00269,Diya Kalla,Kota,Rajasthan,556206,06-06-2019,At Risk,2089,261,TRANS04135,14-04-2024,STORE0032,Online,UPI,4,26000,4680,21320,PROD0014,Raymond Suit,Clothing,6500,4,4,103030,16600.5,394,4,14,53400,42420,13350
CUST00642,Ekavir Dani,Dimapur,Nagaland,556206,20-12-2021,Regular,1161,47,TRANS01324,31-10-2021,STORE0032,Online,Cash,1,40000,6000,34000,PROD0001,"Samsung LED TV 40""",Electronics,40000,1,2,86300,14410,394,24,83,1276740,1058868,53197.5
CUST00956,Nakul Kadakia,Lucknow,Uttar Pradesh,556206,02-08-2021,Regular,1301,15,TRANS09669,28-11-2023,STORE0032,Online,Cash,4,120,42,78,PROD0008,Maggi Noodles 280g,Groceries,30,4,3,40150,8052.5,394,5,18,146320,119268,29264
CUST00578,Dhruv Gaba,Thoubal,Manipur,5996288,03-11-2020,At Risk,1573,331,TRANS00464,04-07-2023,STORE0032,Online,UPI,6,33000,6600,26400,PROD0018,Nilkamal Chair Set,Furniture,5500,6,4,297660,56596,394,6,39,136700,109990,22783.33
CUST01482,Urmi Bajaj,Bokaro,Jharkhand,5996288,28-10-2022,At Risk,849,614,TRANS02980,01-03-2021,STORE0032,Online,Debit Card,7,17500,3850,13650,PROD0011,Levi’s Men’s Jeans,Clothing,2500,7,3,361500,66828,394,5,26,577500,472130,115500
CUST00156,Ishwar Rege,Faridabad,Haryana,556206,20-06-2019,Regular,2075,37,TRANS08136,21-08-2021,STORE0032,Online,Cash,1,600,168,432,PROD0034,Nerf Blaster,Toys,600,1,3,178200,33408,394,4,7,21600,17317,5400
CUST01292,Bimala Yohannan,Hubli,Karnataka,556206,12-10-2023,Regular,500,114,TRANS03994,16-07-2024,STORE0032,Online,UPI,2,60,21,39,PROD0008,Maggi Noodles 280g,Groceries,30,2,5,612160,110236,394,5,12,30860,24935,6172
CUST00800,Ishaan Dasgupta,Dehradun,Uttarakhand,556206,02-02-2018,VIP,2578,115,TRANS09623,20-12-2023,STORE0032,Online,UPI,5,125000,18750,106250,PROD0028,Bajaj Water Heater,Appliances,25000,5,5,235900,38570,394,5,16,150100,125475,30020
CUST01241,Saksham Bhatnagar,Tawang,Arunachal Pradesh,935516,14-08-2021,VIP,1289,118,TRANS00940,03-08-2023,STORE0032,Online,Cash,1,700,196,504,PROD0009,Fortune Oil 5L,Groceries,700,1,3,612700,99456,394,6,15,368300,305106,61383.33
CUST00758,Banjeet Iyengar,Indore,Madhya Pradesh,556206,04-07-2021,Regular,1330,3,TRANS01372,17-11-2021,STORE0032,Online,Credit Card,1,3000,660,2340,PROD0029,Havells Mixer Grinder,Appliances,3000,1,4,270540,46354,394,29,78,1295470,1067844,44671.38
CUST00376,Frado Sarkar,Dibrugarh,Assam,556206,22-03-2021,Regular,1434,46,TRANS09787,03-07-2023,STORE0033,Online,UPI,2,48000,7200,40800,PROD0016,Godrej Interio Sofa,Furniture,24000,2,4,416600,72753,303,35,114,2157280,1787994.5,61636.57
CUST00650,Joshua Mishra,Mumbai,Maharashtra,935516,01-10-2024,Regular,145,21,TRANS05739,14-03-2022,STORE0033,Online,UPI,2,800,224,576,PROD0024,Himalaya Face Wash,Beauty,400,2,4,500000,91260,303,23,64,1108070,912890,48176.96
CUST00674,Gaurangi Sachar,Jamshedpur,Jharkhand,6130613,02-10-2020,Regular,1605,63,TRANS07400,14-08-2024,STORE0033,Online,UPI,3,24000,4320,19680,PROD0027,LG Microwave Oven,Appliances,8000,3,4,146170,22926,303,26,135,3168400,2591490,121861.54
CUST00250,Samarth Shah,Ranchi,Jharkhand,935516,10-07-2022,Regular,959,29,TRANS01831,29-06-2023,STORE0033,Online,UPI,5,25000,5500,19500,PROD0005,JBL Bluetooth Speaker,Electronics,5000,5,4,39000,8760,303,26,86,1433300,1181275,55126.92
CUST00583,Rishi Mahal,Haridwar,Uttarakhand,556206,11-08-2024,Regular,196,27,TRANS08468,22-10-2023,STORE0033,Online,UPI,3,7500,1875,5625,PROD0003,boAt Rockerz Headphones,Electronics,2500,3,5,208800,34975,303,30,105,1526360,1263212,50878.67
CUST01032,Chaaya Chaudhuri,Vasco da Gama,Goa,935516,13-02-2018,Regular,2567,63,TRANS01951,23-12-2021,STORE0033,Online,Cash,4,26000,4680,21320,PROD0014,Raymond Suit,Clothing,6500,4,4,318350,61765,303,25,82,1166200,960885,46648
CUST00022,Tanveer Raghavan,Coimbatore,Tamil Nadu,935516,22-07-2019,Regular,2043,44,TRANS01068,18-12-2021,STORE0033,Online,Debit Card,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,3,318350,61765,303,33,102,1799500,1472470,54530.3
CUST00121,Darpan Chauhan,Khammam,Telangana,935516,02-03-2020,Regular,1819,22,TRANS02801,15-07-2022,STORE0033,Online,UPI,3,16500,3300,13200,PROD0018,Nilkamal Chair Set,Furniture,5500,3,5,480500,86060,303,31,99,1627980,1342899.5,52515.48
CUST00781,Bhavika Rajan,Haridwar,Uttarakhand,5996288,23-07-2020,VIP,1676,105,TRANS09580,12-03-2021,STORE0033,Online,Cash,6,2400,720,1680,PROD0031,Hot Wheels Track Set,Toys,400,6,2,470470,80771,303,20,87,836400,694724,41820
CUST00291,Manya Banik,Visakhapatnam,Andhra Pradesh,935516,17-09-2018,Regular,2351,39,TRANS05050,03-05-2024,STORE0033,Online,UPI,1,27000,5400,21600,PROD0002,"Mi Smart TV 32""",Electronics,27000,1,5,303800,55150,303,31,81,901680,738675,29086.45
CUST00642,Ekavir Dani,Dimapur,Nagaland,556206,20-12-2021,Regular,1161,47,TRANS06688,18-07-2023,STORE0033,Online,Debit Card,4,52000,8320,43680,PROD0020,IKEA Bookshelf,Furniture,13000,4,4,416600,72753,303,24,83,1276740,1058868,53197.5
CUST00620,Ronith Vohra,Manali,Himachal Pradesh,935516,13-10-2023,Regular,499,38,TRANS01054,07-08-2021,STORE0033,Online,Cash,3,12000,2400,9600,PROD0026,Philips Air Fryer,Appliances,4000,3,2,683150,121989,303,31,95,1188850,968942.5,38350
CUST00582,Rachana Kuruvilla,Nainital,Uttarakhand,556206,20-10-2020,Regular,1587,5,TRANS05224,09-01-2024,STORE0033,Online,UPI,5,135000,27000,108000,PROD0002,"Mi Smart TV 32""",Electronics,27000,5,5,222600,43050,303,23,67,888030,724459.5,38610
CUST01141,Logan Raman,Karimnagar,Telangana,935516,02-06-2018,Regular,2458,6,TRANS00310,26-02-2021,STORE0033,Online,Credit Card,2,40000,6800,33200,PROD0019,Urban Ladder Bed,Furniture,20000,2,4,53600,9895,303,33,95,1252740,1032877.5,37961.82
CUST01226,Adweta Khurana,Bishnupur,Manipur,6130613,25-04-2021,At Risk,1400,205,TRANS02434,26-01-2023,STORE0033,Online,UPI,2,10000,2200,7800,PROD0005,JBL Bluetooth Speaker,Electronics,5000,2,4,235560,39355,303,22,105,1425100,1173810,64777.27
CUST00011,Unni Sarin,Gandhinagar,Gujarat,935516,14-06-2022,At Risk,985,217,TRANS08168,28-05-2022,STORE0033,Online,Cash,2,4000,1000,3000,PROD0022,Forest Essentials Cream,Beauty,2000,2,2,417430,76120.5,303,22,70,1265740,1042468,57533.64
CUST01374,Girik Dubey,Tirupati,Andhra Pradesh,935516,04-10-2022,Regular,873,2,TRANS04077,27-04-2022,STORE0033,Online,UPI,1,5000,1100,3900,PROD0005,JBL Bluetooth Speaker,Electronics,5000,1,5,503800,81838,303,26,75,1317930,1088522.5,50689.62
CUST00483,Yashawini Sarna,Hubli,Karnataka,556206,10-09-2019,Regular,1993,12,TRANS06581,14-09-2024,STORE0033,Online,UPI,5,200000,30000,170000,PROD0001,"Samsung LED TV 40""",Electronics,40000,5,5,461600,72120,303,35,115,1966000,1636020,56171.43
CUST00387,Vansha Parmar,Purnia,Bihar,935516,25-02-2023,Regular,729,11,TRANS03238,20-10-2024,STORE0033,Online,UPI,2,124000,22320,101680,PROD0004,"LG Smart TV 55""",Electronics,62000,2,5,272100,46328,303,29,87,1127680,923756,38885.52
CUST00299,Girik Bose,Silchar,Assam,935516,18-01-2019,Regular,2228,76,TRANS00637,05-01-2023,STORE0033,Online,UPI,1,40000,6000,34000,PROD0001,"Samsung LED TV 40""",Electronics,40000,1,5,235560,39355,303,24,66,1471000,1221207,61291.67
CUST01326,Ayushman Chandra,Raipur,Chhattisgarh,6130613,10-12-2020,VIP,1536,93,TRANS04568,21-07-2022,STORE0033,Online,Debit Card,6,372000,66960,305040,PROD0004,"LG Smart TV 55""",Electronics,62000,6,3,480500,86060,303,24,131,2754600,2269030,114775
CUST00074,Saumya Nori,Dhanbad,Jharkhand,5996288,02-12-2023,Regular,449,38,TRANS00236,12-01-2023,STORE0033,Online,UPI,3,72000,10800,61200,PROD0016,Godrej Interio Sofa,Furniture,24000,3,5,235560,39355,303,24,118,1680250,1406857.5,70010.42
CUST01200,Kiaan Panchal,Tezpur,Assam,935516,23-08-2020,Regular,1645,63,TRANS02555,13-10-2022,STORE0033,Online,Cash,4,10000,2200,7800,PROD0011,Levi’s Men’s Jeans,Clothing,2500,4,4,284600,47838,303,17,54,743200,608745,43717.65
